4584	1909	1002	751	641	619	583	557	521	570	534	539
2965	576	394	376	403	377	358	365	357	359	355	363
804	765	761	618	620	608	542	548	533	531	526	547
425	433	404	385	373	368	353	337	349	367	365	374
4035	3788	3098	2378	1807	1684	1100	1035	926	933	748	651
573	513	467	416	385	400	377	369	383	373	383	357
35458	17660	9075	5026	2110	2176	1109	876	732	583	538	525
48489	24299	11708	6359	3257	1873	1121	737	552	452	428	421
