18262	10905	6572	4414	3162	2898	2434	2323	2162	2227	2122	2182
9424	2755	2104	1901	1771	1816	1734	1633	1691	1678	1580	1669
26315	20734	14999	9269	6353	5729	3715	3172	3013	3122	2763	2543
9605	7596	5438	3202	2577	2384	1793	1752	1734	1856	1638	1807
36628	33314	27049	19725	14221	13055	7769	6985	5767	5588	4389	3159
4332	3645	3023	2218	1920	1985	1819	1689	1651	1733	1664	1479
36596	18524	10897	6431	3248	3629	2555	2201	2628	1932	1990	1964
49386	25330	12903	7478	4531	3007	2421	2023	1869	1633	1677	1750
